trade_id,symbol,entry_ts,exit_ts,entry,exit,qty,side,sl,tp,exit_reason,atr_at_entry,regime_up,rs_pct,pullback_type,entry_rule,don_break_len,fees,pnl,pnl_R
1,ZBCNUSDT,2025-02-17 02:20:00+00:00,2025-02-17 02:50:00+00:00,0.0013316000113263726,0.0012616559832775874,357428.6568477691,long,0.0012616559832775874,0.0014015440393751579,sl,4.6629352032523436e-05,False,98.4304932735426,retest,rebreak_high,20,0.5097972038575455,-25.509797203857545,-1.0203918881543017
2,KAVAUSDT,2025-03-16 00:30:00+00:00,2025-03-16 00:40:00+00:00,0.47119998931884766,0.47799405504646564,5292.068351494957,long,0.4644059235912297,0.47799405504646564,tp,0.004529377151745305,True,96.25550660792952,retest,rebreak_high,20,2.7627598688872457,33.191900346216435,0.9231598949243671
3,SLFUSDT,2025-03-16 19:35:00+00:00,2025-03-16 19:45:00+00:00,0.27399998903274536,0.2667170260997615,6870.611724397566,long,0.2667170260997615,0.2812829519657292,sl,0.004855308621989238,True,96.0352422907489,retest,rebreak_high,20,2.043281165062862,-52.08169168077466,-1.0408342540061557
4,PENDLEUSDT,2025-03-27 02:45:00+00:00,2025-03-27 08:45:00+00:00,2.966599941253662,2.9412999153137207,364.2879792590944,long,2.8982776181309657,3.0349222643763585,time,0.045548215415131044,False,77.20430107526882,retest,rebreak_high,20,1.183697295227714,-10.40019262009164,-0.4178629993272213
5,ZECUSDT,2025-04-03 22:15:00+00:00,2025-04-03 23:15:00+00:00,40.209999084472656,39.30300008609266,27.412379276616477,long,39.30300008609266,41.11699808285265,sl,0.6046659989199998,False,92.0940170940171,retest,rebreak_high,20,1.1988022698766552,-26.06180281698039,-1.0482163151468982
6,HMSTRUSDT,2025-04-13 01:10:00+00:00,2025-04-13 02:00:00+00:00,0.0025369999930262566,0.0025683468875858473,977447.6195595574,long,0.002505653098466666,0.0025683468875858473,tp,2.0897929706393868e-05,True,73.2484076433121,retest,rebreak_high,20,2.744615035514062,27.89533243234231,0.9104236376908488
7,HYPEUSDT,2025-04-20 01:55:00+00:00,2025-04-20 07:05:00+00:00,18.41200065612793,17.988852366878334,117.53602698118848,long,17.988852366878334,18.835148945377526,sl,0.2820988594997304,True,72.36286919831223,retest,rebreak_high,20,2.3531264036776878,-52.088295145961965,-1.0473131279773278
8,KDAUSDT,2025-04-20 04:20:00+00:00,2025-04-20 05:00:00+00:00,0.45879998803138733,0.4660741976221965,5391.753330121034,long,0.4515257784405782,0.4660741976221965,tp,0.0048494730605394545,True,87.13080168776372,retest,rebreak_high,20,2.7426814087423796,36.47806237650125,0.9300706426231957
9,ICXUSDT,2025-04-20 05:10:00+00:00,2025-04-20 07:10:00+00:00,0.10085999965667725,0.09971980838076473,24616.853929936296,long,0.09971980838076473,0.10200019093258976,sl,0.0007601275172750089,True,83.96624472573839,retest,rebreak_high,20,2.7157041096638044,-30.78362620098985,-1.0967547259404375
10,VVVUSDT,2025-04-24 21:35:00+00:00,2025-04-25 03:35:00+00:00,2.7739999294281006,2.7790000438690186,324.5481047896959,long,2.697735118885593,2.850264739970608,time,0.05084320702833832,False,100.0,retest,rebreak_high,20,0.9912185894769466,0.6315590760545701,0.025515889199251834
11,NEOUSDT,2025-04-24 23:05:00+00:00,2025-04-25 00:15:00+00:00,6.193999767303467,6.3250989701192,188.81257925113462,long,6.062900564487734,6.3250989701192,tp,0.08739946854382197,False,72.5,retest,rebreak_high,20,1.300069827381818,23.45310879402433,0.947478671435856
12,1INCHUSDT,2025-04-25 00:30:00+00:00,2025-04-25 02:55:00+00:00,0.19140000641345978,0.18825684341792698,6481.664201147691,long,0.18825684341792698,0.19454316940899258,sl,0.0020954419970218743,False,91.66666666666666,retest,rebreak_high,20,1.3534445167499323,-21.72637158326702,-1.0664334836290814
13,CGPTUSDT,2025-04-25 01:05:00+00:00,2025-04-25 06:30:00+00:00,0.09059999883174896,0.0926677541279501,11973.126370377242,long,0.08853224353554782,0.0926677541279501,tp,0.0013785035308007587,False,88.125,retest,rebreak_high,20,1.206858381190855,23.55063708324219,0.951252808147551
14,KSMUSDT,2025-04-25 20:50:00+00:00,2025-04-26 02:25:00+00:00,16.399999618530273,16.750208265924623,70.86167700821177,long,16.049790971135923,16.750208265924623,tp,0.23347243159623246,False,90.20833333333333,retest,rebreak_high,20,1.2919936281248252,23.524378429016327,0.947937852271479
15,SUSHIUSDT,2025-04-26 01:30:00+00:00,2025-04-26 04:35:00+00:00,0.7109000086784363,0.6945587106599056,1522.2280980988028,long,0.6945587106599056,0.727241306696967,sl,0.010894198679020447,False,76.45833333333334,retest,rebreak_high,20,1.1766858143121308,-26.051868817525822,-1.047303604325649
16,JUPUSDT,2025-04-26 02:40:00+00:00,2025-04-26 08:40:00+00:00,0.5041000247001648,0.4959000051021576,1818.8741041846918,long,0.4904596890254255,0.5177403603749041,time,0.009093557116492847,False,88.54166666666666,retest,rebreak_high,20,1.0003807871152504,-15.915184087737517,-0.6414812525913688
17,AXLUSDT,2025-04-26 21:45:00+00:00,2025-04-27 01:20:00+00:00,0.37470000982284546,0.3665681853497091,3046.0895279748784,long,0.3665681853497091,0.38283183429598183,sl,0.005421216315424261,False,85.20833333333333,retest,rebreak_high,20,1.241883107704776,-26.012148478655316,-1.0501360437244731
18,XMRUSDT,2025-04-27 00:20:00+00:00,2025-04-27 06:20:00+00:00,230.80999755859375,230.39999389648438,5.351855478764994,long,228.98909112513053,232.63090399205697,time,1.2139376223088072,False,91.04166666666667,retest,rebreak_high,20,1.357581070796509,-3.5518614161702793,-0.3644718614934108
19,LDOUSDT,2025-04-27 00:40:00+00:00,2025-04-27 01:20:00+00:00,0.8967000246047974,0.8787178624914,1373.3807531305624,long,0.8787178624914,0.9146821867181947,sl,0.011988108075598233,False,84.375,retest,rebreak_high,20,1.3410786151959064,-26.03743396140938,-1.0543026935106652
20,STGUSDT,2025-05-01 23:55:00+00:00,2025-05-02 01:40:00+00:00,0.21799999475479126,0.215672075901793,11298.744199060855,long,0.215672075901793,0.22032791360778953,sl,0.0015519459019988453,True,72.5206611570248,retest,rebreak_high,20,2.694972385944185,-28.997532022142757,-1.1024604610052955
21,CVXUSDT,2025-05-02 01:20:00+00:00,2025-05-02 07:20:00+00:00,3.1740000247955322,3.0989999771118164,510.66260729494036,long,3.0778160959923397,3.2701839535987247,time,0.06412261920212833,True,94.21487603305785,retest,rebreak_high,20,1.761862595094345,-40.061582492505515,-0.8156268792605297
22,DRIFTUSDT,2025-05-03 00:40:00+00:00,2025-05-03 00:45:00+00:00,0.6528000235557556,0.6689852479021902,3022.338578879363,long,0.6366147992093211,0.6689852479021902,tp,0.010790149564289704,True,91.32231404958677,retest,rebreak_high,20,2.1971854404070346,46.72004250963962,0.9550836068909965
23,DOTUSDT,2025-05-10 00:15:00+00:00,2025-05-10 00:55:00+00:00,4.923900127410889,4.814327944904733,448.570312632346,long,4.814327944904733,5.033472309917045,sl,0.07304812167077047,True,78.52760736196319,retest,rebreak_high,20,2.4025540059860386,-51.553382168580896,-1.0488812517672785
24,STXUSDT,2025-05-10 02:00:00+00:00,2025-05-10 02:35:00+00:00,0.9905999898910522,1.014387723984612,2055.389599507472,long,0.9668122557974925,1.014387723984612,tp,0.015858489395706468,True,82.41308793456032,retest,rebreak_high,20,2.2665669918321676,46.626494259919795,0.953642358776401
25,FLOWUSDT,2025-05-10 05:55:00+00:00,2025-05-10 11:55:00+00:00,0.4442000091075897,0.43810001015663147,5529.738036447528,long,0.4358095145924324,0.45259050362274705,time,0.005593663010104881,True,74.64212678936606,retest,rebreak_high,20,2.683388386846063,-36.41478460824993,-0.7848481337610519
26,TWTUSDT,2025-05-10 21:45:00+00:00,2025-05-10 23:45:00+00:00,0.8763999938964844,0.8902752844561808,2792.3391225965315,long,0.862524703336788,0.8902752844561808,tp,0.009250193706464262,True,74.02862985685071,retest,rebreak_high,20,2.713236073167545,36.031280594067,0.9299710950979013
27,API3USDT,2025-05-10 21:55:00+00:00,2025-05-10 22:15:00+00:00,0.9100000262260437,0.9303461282363489,2414.4318247347564,long,0.8896539242157385,0.9303461282363489,tp,0.013564068006870086,True,91.61554192229039,retest,rebreak_high,20,2.4438646781242244,46.6804115248564,0.9502513855262474
28,AAVEUSDT,2025-05-23 02:15:00+00:00,2025-05-23 06:15:00+00:00,261.32000732421875,255.50958015120804,8.494672902858177,long,255.50958015120804,267.13043449722943,sl,3.8736181153404714,True,98.99396378269618,retest,rebreak_high,20,2.4146640606675827,-51.77234232127249,-1.048921751301152
29,FIDAUSDT,2025-07-05 02:50:00+00:00,2025-07-05 04:35:00+00:00,0.0839800015091896,0.08208101508626199,12927.637595561178,long,0.08208101508626199,0.08587898793211722,sl,0.0012659909486184128,False,93.64161849710982,retest,rebreak_high,20,1.1807271527130578,-25.730135427212332,-1.048095951621756
30,TAIKOUSDT,2025-07-12 01:20:00+00:00,2025-07-12 02:50:00+00:00,0.45969998836517334,0.4467503340402617,3781.580932060645,long,0.4467503340402617,0.47264964269008497,sl,0.008633102883274412,True,92.72030651340997,retest,rebreak_high,20,1.8852983902877396,-50.85546426215022,-1.0384989177945791
31,LSKUSDT,2025-07-12 05:00:00+00:00,2025-07-12 05:10:00+00:00,0.4374000132083893,0.4464959337029993,5355.795334778869,long,0.4283040927137793,0.4464959337029993,tp,0.006063946996406653,True,81.22605363984674,retest,rebreak_high,20,2.6036811838938814,46.11220736665785,0.946553757688478
32,ANKRUSDT,2025-07-12 05:15:00+00:00,2025-07-12 05:55:00+00:00,0.016419999301433563,0.016744191270510297,149045.22432930832,long,0.01609580733235683,0.016744191270510297,tp,0.00021612797938448826,True,94.25287356321839,retest,rebreak_high,20,2.718630322922418,45.60063443387951,0.9437360991189396
33,OGUSDT,2025-07-12 05:25:00+00:00,2025-07-12 06:05:00+00:00,4.26609992980957,4.341600576011081,576.3396728701274,long,4.1905992836080594,4.341600576011081,tp,0.05033376413434081,True,73.75478927203065,retest,rebreak_high,20,2.7285276115287873,40.78549012173321,0.9372954336633661
34,MEUSDT,2025-07-13 00:00:00+00:00,2025-07-13 00:15:00+00:00,0.8289999961853027,0.849903008075718,1181.130749698441,long,0.8080969842948875,0.849903008075718,tp,0.013935341260276811,False,75.47892720306514,retest,rebreak_high,20,1.0906521802515814,23.598537924829966,0.9558247080763049
35,SAROSUSDT,2025-07-13 00:20:00+00:00,2025-07-13 01:25:00+00:00,0.25718000531196594,0.25275437699800113,4811.452278312506,long,0.25275437699800113,0.26160563362593076,sl,0.002950418875976544,False,89.08045977011494,retest,rebreak_high,20,1.3494387200553444,-22.643138154245676,-1.06337267623345
36,IMXUSDT,2025-07-13 00:30:00+00:00,2025-07-13 04:55:00+00:00,0.5112000107765198,0.5250915401986408,1777.455732497602,long,0.4973084813543988,0.5250915401986408,tp,0.009261019614747311,False,86.7816091954023,retest,rebreak_high,20,1.0130792968007967,23.67849930770731,0.9589706550145102
37,ARBUSDT,2025-07-13 04:50:00+00:00,2025-07-13 10:50:00+00:00,0.4075999855995178,0.40639999508857727,2864.1879515481023,long,0.3989585223745226,0.416241448824513,time,0.005760975483330135,False,72.03065134099617,retest,rebreak_high,20,1.2822969154859765,-4.719295278893956,-0.19067262770419513
38,SANDUSDT,2025-07-13 06:15:00+00:00,2025-07-13 12:15:00+00:00,0.2930000126361847,0.29739999771118164,4221.668182195301,long,0.28732120730503047,0.2986788179673389,time,0.003785870220769481,False,83.71647509578544,retest,rebreak_high,20,1.3708601161481893,17.20441687710063,0.7176271824196505
